tract_fips,num_killed,num_incidents,city_or_county,state,tract_square_mileage,2014_tract_population,2014_tract_population_black,2014_tract_population_over_age_25_with_no_hs_degree,2014_tract_population_below_poverty_line,,,,,,,,,,,
48201313500,2,2,Houston,Texas,0.63,"2,560",80.63%,26.41%,43.13%,,,,,,,,,,,
48201313600,2,2,Houston,Texas,0.89,"4,538",63.57%,32.91%,41.05%,,,,,,,,,,,
48201321100,2,2,Houston,Texas,2.13,"8,363",8.81%,23.87%,14.11%,,,,,,,,,,,
48201330100,2,1,Houston,Texas,0.99,"9,539",42.14%,25.99%,30.88%,,,,,,,,,,,
48201331500,2,2,Houston,Texas,3.58,"7,927",85.76%,11.05%,12.82%,,,,,,,,,,,
48201331601,2,2,Houston,Texas,1.19,"6,615",92.32%,15.33%,19.52%,,,,,,,,,,,
48201332500,2,1,Houston,Texas,0.74,"3,082",65.06%,19.06%,18.79%,,,,,,,,,,,
48201422402,2,2,Houston,Texas,0.53,"5,728",9.72%,41.86%,29.50%,,,,,,,,,,,
48201423301,2,2,Houston,Texas,0.64,"4,564",42.00%,10.88%,26.36%,,,,,,,,,,,
48201423401,2,2,Houston,Texas,0.87,"5,713",60.41%,21.89%,22.05%,,,,,,,,,,,
48201431402,2,2,Houston,Texas,0.28,"3,465",1.99%,3.17%,7.71%,,,,,,,,,,,
48201432500,2,1,Houston,Texas,0.64,"5,732",32.94%,21.16%,35.48%,,,,,,,,,,,
48201432802,2,2,Houston,Texas,0.5,"5,992",16.57%,42.57%,38.58%,,,,,,,,,,,
48201433003,2,2,Houston,Texas,0.36,"5,222",9.52%,50.14%,35.73%,,,,,,,,,,,
48201433100,2,2,Houston,Texas,0.32,"3,153",34.60%,46.07%,43.26%,,,,,,,,,,,
48201433501,2,2,Houston,Texas,0.47,"6,326",17.15%,59.19%,62.22%,,,,,,,,,,,
48201433600,2,2,Houston,Texas,0.56,"4,144",45.68%,28.30%,55.41%,,,,,,,,,,,
48201451402,2,1,Houston,Texas,0.53,"4,630",44.04%,1.42%,22.46%,,,,,,,,,,,
48201451601,2,1,Houston,Texas,1.28,"6,269",2.84%,2.96%,6.35%,,,,,,,,,,,
48201453000,2,1,Houston,Texas,1.06,"8,663",4.50%,54.26%,19.68%,,,,,,,,,,,
48201453100,2,2,Houston,Texas,0.86,"4,373",20.31%,33.78%,33.50%,,,,,,,,,,,
48201454400,2,2,Houston,Texas,12.66,541,0.00%,0.00%,8.87%,,,,,,,,,,,
48201510900,2,2,Houston,Texas,2.09,"7,017",2.18%,14.59%,17.63%,,,,,,,,,,,
48201511600,2,2,Houston,Texas,0.75,"4,057",0.64%,43.68%,21.64%,,,,,,,,,,,
48201520500,2,2,Houston,Texas,2.91,"8,333",9.34%,42.37%,27.82%,,,,,,,,,,,
48201530500,2,2,Houston,Texas,0.91,"4,361",35.77%,41.55%,30.80%,,,,,,,,,,,
48201533300,2,2,Houston,Texas,1.37,"6,651",86.90%,23.42%,45.98%,,,,,,,,,,,
24005491401,2,2,Baltimore,Maryland,0.47,"5,735",85.51%,15.44%,14.70%,,,,,,,,,,,
24510040100,2,2,Baltimore,Maryland,0.46,"3,465",14.86%,4.90%,30.62%,,,,,,,,,,,
24510070100,2,2,Baltimore,Maryland,0.11,"2,920",88.15%,42.38%,27.50%,,,,,,,,,,,
24510080101,2,2,Baltimore,Maryland,0.9,"3,737",73.45%,11.74%,13.78%,,,,,,,,,,,
24510080102,2,2,Baltimore,Maryland,0.14,"1,943",97.12%,22.55%,17.50%,,,,,,,,,,,
24510080200,2,2,Baltimore,Maryland,0.33,"1,396",99.28%,26.94%,27.65%,,,,,,,,,,,
24510080301,2,2,Baltimore,Maryland,0.1,"1,559",96.09%,31.14%,29.70%,,,,,,,,,,,
24510100200,2,2,Baltimore,Maryland,0.12,"3,125",97.79%,37.08%,46.72%,,,,,,,,,,,
24510140200,2,2,Baltimore,Maryland,0.15,"2,787",94.01%,40.39%,68.60%,,,,,,,,,,,
24510151200,2,2,Baltimore,Maryland,0.3,"5,118",94.08%,31.29%,36.67%,,,,,,,,,,,
24510160300,2,2,Baltimore,Maryland,0.1,"1,719",95.29%,26.89%,30.72%,,,,,,,,,,,
24510160400,2,2,Baltimore,Maryland,0.16,"3,065",99.35%,29.73%,35.69%,,,,,,,,,,,
24510160500,2,2,Baltimore,Maryland,0.4,"4,114",97.59%,19.56%,20.98%,,,,,,,,,,,
24510170200,2,2,Baltimore,Maryland,0.19,"3,253",94.25%,39.12%,55.61%,,,,,,,,,,,
24510180300,2,2,Baltimore,Maryland,0.11,"1,675",55.76%,20.50%,39.10%,,,,,,,,,,,
24510200701,2,2,Baltimore,Maryland,0.47,"4,577",91.04%,27.47%,23.73%,,,,,,,,,,,
24510200800,2,2,Baltimore,Maryland,0.41,"2,506",87.79%,18.59%,29.09%,,,,,,,,,,,
24510250301,2,2,Baltimore,Maryland,0.73,"2,511",86.46%,34.29%,31.54%,,,,,,,,,,,
24510260202,2,2,Baltimore,Maryland,0.39,"5,652",73.07%,23.95%,22.13%,,,,,,,,,,,
24510260303,2,2,Baltimore,Maryland,0.47,818,67.85%,17.48%,29.22%,,,,,,,,,,,
24510260403,2,1,Baltimore,Maryland,0.66,"1,814",89.03%,16.77%,17.36%,,,,,,,,,,,
24510260605,2,1,Baltimore,Maryland,3.86,"4,594",14.11%,32.74%,24.51%,,,,,,,,,,,
24510270102,2,2,Baltimore,Maryland,0.39,"3,761",70.22%,11.09%,6.41%,,,,,,,,,,,
24510270401,2,2,Baltimore,Maryland,0.56,"5,948",76.03%,12.91%,8.89%,,,,,,,,,,,
24510270803,2,2,Baltimore,Maryland,0.85,"6,614",87.80%,14.76%,18.69%,,,,,,,,,,,
24510271801,2,2,Baltimore,Maryland,0.22,"3,311",91.30%,35.61%,26.13%,,,,,,,,,,,
24510271900,2,2,Baltimore,Maryland,0.54,"4,066",71.35%,19.65%,19.60%,,,,,,,,,,,
24510280200,2,2,Baltimore,Maryland,0.93,"4,863",93.79%,16.94%,22.85%,,,,,,,,,,,
24510280301,2,2,Baltimore,Maryland,1.25,"3,851",82.21%,13.86%,27.11%,,,,,,,,,,,
24510280403,2,2,Baltimore,Maryland,0.71,"5,164",67.58%,14.71%,12.55%,,,,,,,,,,,
36005006900,2,1,New York,New York,0.07,"7,769",37.60%,38.67%,42.33%,,,,,,,,,,,
36005023900,2,2,New York,New York,0.07,"8,347",19.37%,40.19%,44.00%,,,,,,,,,,,
36005037900,2,2,New York,New York,0.07,"5,225",44.25%,35.62%,45.09%,,,,,,,,,,,
36005040100,2,2,New York,New York,0.07,"5,457",9.88%,40.27%,34.58%,,,,,,,,,,,
36005044400,2,2,New York,New York,0.14,"3,617",74.70%,19.95%,16.39%,,,,,,,,,,,
36005046202,2,2,New York,New York,0.36,"8,701",68.07%,22.24%,19.30%,,,,,,,,,,,
36047018501,2,2,New York,New York,0.04,"4,496",56.81%,44.50%,50.11%,,,,,,,,,,,
36047029900,2,2,New York,New York,0.06,"2,610",75.75%,34.09%,43.14%,,,,,,,,,,,
36047050801,2,2,New York,New York,0.03,"3,804",66.80%,23.35%,24.68%,,,,,,,,,,,
36047050804,2,2,New York,New York,0.04,"5,911",54.20%,23.63%,18.10%,,,,,,,,,,,
36047051800,2,2,New York,New York,0.08,"3,267",36.46%,14.35%,14.02%,,,,,,,,,,,
36047078800,2,1,New York,New York,0.06,"3,524",83.85%,9.91%,25.20%,,,,,,,,,,,
36047082400,2,2,New York,New York,0.08,"4,004",85.11%,17.93%,22.35%,,,,,,,,,,,
36047088200,2,1,New York,New York,0.08,"6,587",93.82%,14.58%,16.82%,,,,,,,,,,,
36047089800,2,2,New York,New York,0.06,"1,822",89.57%,14.15%,32.05%,,,,,,,,,,,
36047090600,2,1,New York,New York,0.08,"4,394",62.20%,36.37%,45.43%,,,,,,,,,,,
36047094402,2,2,New York,New York,0.04,"2,723",78.33%,26.98%,32.57%,,,,,,,,,,,
36047115800,2,2,New York,New York,0.06,"2,849",67.81%,23.91%,22.99%,,,,,,,,,,,
36061003700,2,1,New York,New York,0.15,"2,618",1.91%,3.40%,8.75%,,,,,,,,,,,
36061005600,2,1,New York,New York,0.07,"2,734",7.02%,7.76%,19.06%,,,,,,,,,,,
36061011900,2,1,New York,New York,0.07,"1,071",32.03%,26.78%,47.34%,,,,,,,,,,,
36061016200,2,2,New York,New York,0.11,"8,993",39.95%,29.06%,39.21%,,,,,,,,,,,
36061019400,2,2,New York,New York,0.07,"6,694",35.60%,41.98%,55.75%,,,,,,,,,,,
36081025400,2,2,New York,New York,0.24,"12,663",50.51%,19.58%,17.98%,,,,,,,,,,,
36081025800,2,2,New York,New York,0.08,"2,004",85.28%,22.16%,15.42%,,,,,,,,,,,
36081033402,2,1,New York,New York,0.29,"12,877",84.48%,13.74%,13.93%,,,,,,,,,,,
36081094202,2,2,New York,New York,0.28,"4,686",38.41%,17.28%,30.99%,,,,,,,,,,,
36081095400,2,2,New York,New York,0.31,"5,067",56.38%,20.15%,19.50%,,,,,,,,,,,
36081118700,2,1,New York,New York,0.07,"2,325",0.82%,27.21%,19.27%,,,,,,,,,,,
36085002900,2,1,New York,New York,0.2,"5,829",49.92%,24.33%,28.58%,,,,,,,,,,,
36085022600,2,1,New York,New York,3.12,"9,089",4.86%,11.93%,4.29%,,,,,,,,,,,
29189213600,2,2,Saint Louis,Missouri,1.22,"4,391",78.89%,20.66%,36.03%,,,,,,,,,,,
29510101500,2,2,Saint Louis,Missouri,0.64,"3,758",36.14%,23.19%,34.62%,,,,,,,,,,,
29510105500,2,2,Saint Louis,Missouri,0.46,"2,909",87.97%,15.17%,25.78%,,,,,,,,,,,
29510106500,2,2,Saint Louis,Missouri,0.41,"2,885",96.22%,21.13%,24.92%,,,,,,,,,,,
29510107600,2,2,Saint Louis,Missouri,0.44,"2,285",98.60%,28.25%,45.73%,,,,,,,,,,,
29510108100,2,2,Saint Louis,Missouri,1.24,"2,970",95.86%,20.83%,19.73%,,,,,,,,,,,
29510108300,2,2,Saint Louis,Missouri,0.29,"1,939",92.88%,26.81%,29.96%,,,,,,,,,,,
29510109600,2,2,Saint Louis,Missouri,1.12,"3,668",98.64%,21.52%,28.49%,,,,,,,,,,,
29510110500,2,2,Saint Louis,Missouri,0.48,"1,514",98.94%,32.61%,35.80%,,,,,,,,,,,
29510111300,2,2,Saint Louis,Missouri,0.37,"1,251",99.76%,24.57%,33.73%,,,,,,,,,,,
29510112200,2,2,Saint Louis,Missouri,0.27,"1,629",91.47%,20.07%,33.95%,,,,,,,,,,,
29510115500,2,2,Saint Louis,Missouri,0.47,"6,233",49.03%,24.23%,32.01%,,,,,,,,,,,
29510116100,2,1,Saint Louis,Missouri,0.3,"3,948",35.92%,19.68%,25.66%,,,,,,,,,,,
29510118600,2,2,Saint Louis,Missouri,1.06,"3,530",38.58%,14.63%,24.96%,,,,,,,,,,,
29510121200,2,2,Saint Louis,Missouri,0.33,"2,667",98.05%,32.24%,70.64%,,,,,,,,,,,
29510124200,2,2,Saint Louis,Missouri,0.31,"3,235",56.57%,28.35%,36.54%,,,,,,,,,,,
29510124300,2,2,Saint Louis,Missouri,0.45,"2,975",21.58%,11.65%,17.48%,,,,,,,,,,,
29510125600,2,2,Saint Louis,Missouri,0.83,"3,870",40.78%,6.94%,12.09%,,,,,,,,,,,
29510126600,2,2,Saint Louis,Missouri,1.26,"3,433",74.92%,25.25%,46.99%,,,,,,,,,,,
29510126700,2,2,Saint Louis,Missouri,0.87,"1,353",72.65%,29.00%,56.54%,,,,,,,,,,,
42101001600,2,2,Philadelphia,Pennsylvania,0.08,"1,942",3.91%,4.08%,7.31%,,,,,,,,,,,
42101003100,2,2,Philadelphia,Pennsylvania,0.15,"3,852",80.17%,24.32%,30.17%,,,,,,,,,,,
42101003701,2,2,Philadelphia,Pennsylvania,0.14,"5,867",67.92%,16.61%,35.54%,,,,,,,,,,,
42101006000,2,2,Philadelphia,Pennsylvania,0.42,"6,436",74.32%,20.85%,22.61%,,,,,,,,,,,
42101006300,2,2,Philadelphia,Pennsylvania,0.22,"3,844",70.45%,30.71%,43.34%,,,,,,,,,,,
42101006700,2,2,Philadelphia,Pennsylvania,0.39,"6,536",72.46%,25.02%,36.09%,,,,,,,,,,,
42101007000,2,2,Philadelphia,Pennsylvania,0.18,"3,760",91.78%,19.98%,32.95%,,,,,,,,,,,
42101007102,2,2,Philadelphia,Pennsylvania,0.16,"4,773",97.55%,24.96%,34.76%,,,,,,,,,,,
42101007400,2,2,Philadelphia,Pennsylvania,0.26,"4,454",87.72%,21.58%,37.31%,,,,,,,,,,,
42101008102,2,2,Philadelphia,Pennsylvania,0.14,"5,512",95.25%,16.71%,28.63%,,,,,,,,,,,
42101008500,2,2,Philadelphia,Pennsylvania,0.24,"6,992",92.69%,18.04%,27.77%,,,,,,,,,,,
42101009600,2,2,Philadelphia,Pennsylvania,0.16,"4,319",94.74%,16.52%,32.60%,,,,,,,,,,,
42101011100,2,2,Philadelphia,Pennsylvania,0.5,"3,279",93.11%,24.91%,47.94%,,,,,,,,,,,
42101011800,2,2,Philadelphia,Pennsylvania,0.35,"6,197",85.82%,9.12%,11.12%,,,,,,,,,,,
42101011900,2,2,Philadelphia,Pennsylvania,0.27,"4,909",91.26%,6.95%,31.64%,,,,,,,,,,,
42101015200,2,2,Philadelphia,Pennsylvania,0.26,"6,098",90.55%,37.91%,60.76%,,,,,,,,,,,
42101016400,2,2,Philadelphia,Pennsylvania,0.19,"4,543",48.69%,45.42%,61.26%,,,,,,,,,,,
42101016600,2,2,Philadelphia,Pennsylvania,0.1,"1,624",74.32%,28.05%,48.95%,,,,,,,,,,,
42101016800,2,2,Philadelphia,Pennsylvania,0.22,"4,206",93.08%,22.42%,33.52%,,,,,,,,,,,
42101016901,2,2,Philadelphia,Pennsylvania,0.2,"3,356",95.98%,17.17%,41.57%,,,,,,,,,,,
42101016902,2,1,Philadelphia,Pennsylvania,0.22,"5,798",91.64%,25.63%,35.41%,,,,,,,,,,,
42101017602,2,2,Philadelphia,Pennsylvania,0.16,"3,906",5.02%,48.17%,61.37%,,,,,,,,,,,
42101017702,2,2,Philadelphia,Pennsylvania,0.19,"6,371",16.90%,51.04%,70.27%,,,,,,,,,,,
42101017900,2,2,Philadelphia,Pennsylvania,0.28,"7,236",35.81%,31.49%,38.61%,,,,,,,,,,,
42101019200,2,2,Philadelphia,Pennsylvania,0.25,"9,150",27.79%,36.06%,51.03%,,,,,,,,,,,
42101020102,2,2,Philadelphia,Pennsylvania,0.14,"3,350",90.81%,16.22%,31.91%,,,,,,,,,,,
42101020500,2,1,Philadelphia,Pennsylvania,0.55,"2,554",80.74%,20.70%,21.34%,,,,,,,,,,,
42101024500,2,2,Philadelphia,Pennsylvania,0.31,"3,624",89.82%,17.56%,31.07%,,,,,,,,,,,
42101028600,2,2,Philadelphia,Pennsylvania,0.28,"7,975",50.52%,33.56%,38.52%,,,,,,,,,,,
42101029100,2,2,Philadelphia,Pennsylvania,0.51,"3,860",39.64%,35.52%,35.36%,,,,,,,,,,,
42101031900,2,2,Philadelphia,Pennsylvania,0.3,"4,187",25.58%,16.42%,17.27%,,,,,,,,,,,
42101038300,2,2,Philadelphia,Pennsylvania,1.18,"3,820",24.21%,27.57%,49.42%,,,,,,,,,,,
42101980000,2,1,Philadelphia,Pennsylvania,3.45,"1,217",9.53%,6.25%,0.16%,,,,,,,,,,,
22071000300,2,2,New Orleans,Louisiana,0.25,"1,106",88.25%,26.15%,39.15%,,,,,,,,,,,
22071000611,2,2,New Orleans,Louisiana,0.78,"4,367",76.99%,21.38%,18.94%,,,,,,,,,,,
22071000800,2,2,New Orleans,Louisiana,0.23,"1,349",87.62%,18.71%,38.10%,,,,,,,,,,,
22071000901,2,2,New Orleans,Louisiana,0.37,790,91.65%,33.28%,30.89%,,,,,,,,,,,
22071001500,2,2,New Orleans,Louisiana,0.31,838,79.71%,37.64%,24.70%,,,,,,,,,,,
22071001730,2,2,New Orleans,Louisiana,18.95,902,93.57%,22.74%,39.80%,,,,,,,,,,,
22071001740,2,1,New Orleans,Louisiana,0.89,"4,626",91.18%,8.94%,25.42%,,,,,,,,,,,
22071001745,2,1,New Orleans,Louisiana,0.52,"3,394",89.48%,20.58%,40.42%,,,,,,,,,,,
22071001748,2,1,New Orleans,Louisiana,0.78,"4,892",85.61%,16.44%,26.51%,,,,,,,,,,,
22071001749,2,1,New Orleans,Louisiana,0.36,"2,974",32.04%,35.72%,28.88%,,,,,,,,,,,
22071002800,2,2,New Orleans,Louisiana,0.18,"1,536",98.63%,10.46%,33.20%,,,,,,,,,,,
22071003702,2,2,New Orleans,Louisiana,0.5,"3,343",65.54%,19.95%,38.89%,,,,,,,,,,,
22071003900,2,2,New Orleans,Louisiana,0.23,"1,366",44.66%,10.06%,31.99%,,,,,,,,,,,
22071005000,2,2,New Orleans,Louisiana,0.27,"1,692",44.33%,32.70%,48.23%,,,,,,,,,,,
22071006000,2,2,New Orleans,Louisiana,0.33,"1,829",72.06%,27.06%,32.09%,,,,,,,,,,,
22071006300,2,2,New Orleans,Louisiana,0.15,"1,777",54.36%,33.57%,37.48%,,,,,,,,,,,
22071007605,2,2,New Orleans,Louisiana,0.25,"1,475",83.05%,31.61%,40.47%,,,,,,,,,,,
22071009100,2,2,New Orleans,Louisiana,0.14,"2,422",48.27%,10.11%,38.56%,,,,,,,,,,,
22071011900,2,1,New Orleans,Louisiana,0.18,"1,882",4.89%,0.44%,22.95%,,,,,,,,,,,
22071013100,2,2,New Orleans,Louisiana,0.14,"1,467",79.21%,18.57%,53.17%,,,,,,,,,,,
22071013500,2,2,New Orleans,Louisiana,0.34,"2,097",2.48%,6.90%,12.54%,,,,,,,,,,,
22071013700,2,2,New Orleans,Louisiana,1.94,"2,281",94.91%,31.34%,59.67%,,,,,,,,,,,
22071014000,2,2,New Orleans,Louisiana,0.22,"1,608",90.42%,50.25%,65.98%,,,,,,,,,,,
18097322500,2,2,Indianapolis,Indiana,0.84,"1,609",56.56%,29.21%,40.09%,,,,,,,,,,,
18097322600,2,2,Indianapolis,Indiana,1.17,"3,817",82.00%,18.69%,38.62%,,,,,,,,,,,
18097330803,2,2,Indianapolis,Indiana,0.51,"4,400",70.23%,29.72%,50.14%,,,,,,,,,,,
18097340102,2,2,Indianapolis,Indiana,0.95,"3,841",49.23%,15.21%,18.51%,,,,,,,,,,,
18097340600,2,2,Indianapolis,Indiana,1.46,"5,250",52.29%,17.11%,22.23%,,,,,,,,,,,
18097340700,2,1,Indianapolis,Indiana,1.91,"4,318",43.82%,19.28%,42.89%,,,,,,,,,,,
18097350700,2,2,Indianapolis,Indiana,0.64,"1,498",85.38%,21.40%,43.86%,,,,,,,,,,,
18097350900,2,2,Indianapolis,Indiana,0.3,"1,119",82.04%,16.38%,22.25%,,,,,,,,,,,
18097351500,2,2,Indianapolis,Indiana,0.46,"1,563",59.82%,11.77%,32.12%,,,,,,,,,,,
18097352400,2,2,Indianapolis,Indiana,0.83,"3,072",38.90%,19.40%,37.08%,,,,,,,,,,,
18097352600,2,2,Indianapolis,Indiana,0.88,"3,191",23.47%,40.07%,47.13%,,,,,,,,,,,
18097352700,2,2,Indianapolis,Indiana,0.81,"2,496",29.21%,22.85%,46.51%,,,,,,,,,,,
18097354700,2,1,Indianapolis,Indiana,0.2,"1,322",28.14%,49.64%,35.17%,,,,,,,,,,,
18097354800,2,2,Indianapolis,Indiana,0.21,"1,544",33.29%,32.20%,56.74%,,,,,,,,,,,
18097355100,2,1,Indianapolis,Indiana,0.29,"1,988",27.21%,39.36%,54.58%,,,,,,,,,,,
18097355600,2,2,Indianapolis,Indiana,0.94,"1,615",4.58%,46.00%,29.54%,,,,,,,,,,,
18097356400,2,2,Indianapolis,Indiana,1.48,"3,865",17.54%,39.04%,43.86%,,,,,,,,,,,
18097357200,2,1,Indianapolis,Indiana,0.51,"3,071",7.29%,47.38%,61.35%,,,,,,,,,,,
18097360202,2,2,Indianapolis,Indiana,1.15,"3,313",59.01%,18.69%,21.07%,,,,,,,,,,,
18097360501,2,2,Indianapolis,Indiana,1.72,"6,692",24.55%,14.66%,9.46%,,,,,,,,,,,
18097360602,2,2,Indianapolis,Indiana,1.7,"6,085",26.80%,20.93%,17.98%,,,,,,,,,,,
18097390700,2,2,Indianapolis,Indiana,0.64,"3,041",13.65%,45.56%,44.20%,,,,,,,,,,,
32003000528,2,1,Las Vegas,Nevada,0.23,"2,753",12.64%,38.64%,34.07%,,,,,,,,,,,
32003001003,2,2,Las Vegas,Nevada,1,"3,755",7.06%,20.24%,12.22%,,,,,,,,,,,
32003001711,2,2,Las Vegas,Nevada,0.47,"3,634",8.28%,19.69%,14.53%,,,,,,,,,,,
32003001718,2,1,Las Vegas,Nevada,0.28,"2,632",11.59%,32.27%,29.18%,,,,,,,,,,,
32003002501,2,2,Las Vegas,Nevada,1.08,"6,768",4.40%,28.94%,26.36%,,,,,,,,,,,
32003002844,2,2,Las Vegas,Nevada,0.5,"6,747",8.91%,10.24%,4.74%,,,,,,,,,,,
32003002958,2,1,Las Vegas,Nevada,0.51,"5,531",11.41%,14.10%,11.90%,,,,,,,,,,,
32003002984,2,1,Las Vegas,Nevada,1.45,"4,276",6.31%,12.95%,4.51%,,,,,,,,,,,
32003003001,2,1,Las Vegas,Nevada,0.52,"3,815",2.52%,13.53%,8.83%,,,,,,,,,,,
32003003415,2,2,Las Vegas,Nevada,1.54,"6,934",14.51%,14.40%,28.12%,,,,,,,,,,,
32003003624,2,2,Las Vegas,Nevada,1.03,"6,966",30.76%,9.21%,12.62%,,,,,,,,,,,
32003003628,2,2,Las Vegas,Nevada,9.88,"8,979",30.20%,16.30%,16.73%,,,,,,,,,,,
32003004714,2,2,Las Vegas,Nevada,0.53,"5,406",20.83%,40.02%,31.61%,,,,,,,,,,,
32003005006,2,1,Las Vegas,Nevada,0.52,"4,283",16.04%,18.00%,10.41%,,,,,,,,,,,
32003005010,2,2,Las Vegas,Nevada,1.09,"4,856",10.65%,22.75%,22.71%,,,,,,,,,,,
32003005014,2,2,Las Vegas,Nevada,0.5,"5,823",14.12%,19.72%,15.99%,,,,,,,,,,,
32003005830,2,2,Las Vegas,Nevada,0.56,"3,652",18.78%,6.05%,4.16%,,,,,,,,,,,
32003006001,2,2,Las Vegas,Nevada,3.77,"6,044",27.85%,10.42%,21.61%,,,,,,,,,,,
32003007200,2,2,Las Vegas,Nevada,5.74,"4,135",16.69%,27.80%,26.65%,,,,,,,,,,,
55079000301,2,2,Milwaukee,Wisconsin,0.77,"1,372",12.76%,6.88%,3.13%,,,,,,,,,,,
55079000800,2,1,Milwaukee,Wisconsin,1.17,"5,258",63.24%,10.84%,19.76%,,,,,,,,,,,
55079001000,2,2,Milwaukee,Wisconsin,0.6,"3,477",74.09%,8.48%,24.42%,,,,,,,,,,,
55079002300,2,2,Milwaukee,Wisconsin,0.71,"4,080",91.96%,24.70%,28.82%,,,,,,,,,,,
55079002500,2,2,Milwaukee,Wisconsin,0.21,"2,010",75.37%,31.04%,34.53%,,,,,,,,,,,
55079002600,2,2,Milwaukee,Wisconsin,0.27,"2,840",87.29%,21.87%,32.01%,,,,,,,,,,,
55079002800,2,1,Milwaukee,Wisconsin,0.25,"2,488",82.52%,24.62%,38.91%,,,,,,,,,,,
55079003100,2,1,Milwaukee,Wisconsin,0.48,"3,872",70.79%,16.13%,14.72%,,,,,,,,,,,
55079003400,2,2,Milwaukee,Wisconsin,0.8,"5,953",56.98%,8.72%,33.71%,,,,,,,,,,,
55079003900,2,1,Milwaukee,Wisconsin,0.26,"2,651",95.17%,17.42%,23.05%,,,,,,,,,,,
55079004300,2,2,Milwaukee,Wisconsin,0.77,"4,545",91.16%,23.09%,37.07%,,,,,,,,,,,
55079004500,2,2,Milwaukee,Wisconsin,0.27,"2,330",87.98%,35.61%,43.56%,,,,,,,,,,,
55079004700,2,2,Milwaukee,Wisconsin,0.56,"3,573",97.17%,17.93%,30.48%,,,,,,,,,,,
55079004900,2,2,Milwaukee,Wisconsin,0.38,"4,426",70.04%,8.61%,18.91%,,,,,,,,,,,
55079005100,2,2,Milwaukee,Wisconsin,0.93,"3,455",78.58%,16.47%,23.94%,,,,,,,,,,,
55079006000,2,2,Milwaukee,Wisconsin,0.16,"2,759",89.71%,23.74%,48.46%,,,,,,,,,,,
55079006500,2,2,Milwaukee,Wisconsin,0.19,"2,388",90.83%,27.23%,62.23%,,,,,,,,,,,
55079006800,2,2,Milwaukee,Wisconsin,0.23,"2,640",92.39%,27.44%,41.78%,,,,,,,,,,,
55079008400,2,2,Milwaukee,Wisconsin,0.18,"1,373",87.04%,27.02%,46.47%,,,,,,,,,,,
55079008800,2,2,Milwaukee,Wisconsin,0.19,"2,024",96.99%,37.60%,41.90%,,,,,,,,,,,
55079010600,2,2,Milwaukee,Wisconsin,0.11,"1,110",43.60%,24.70%,37.75%,,,,,,,,,,,
55079013700,2,2,Milwaukee,Wisconsin,0.12,"1,712",60.34%,28.38%,55.96%,,,,,,,,,,,
55079015800,2,2,Milwaukee,Wisconsin,0.17,"3,062",12.70%,40.09%,42.65%,,,,,,,,,,,
55079017400,2,2,Milwaukee,Wisconsin,0.13,"3,041",7.60%,48.95%,42.88%,,,,,,,,,,,
26163504400,2,2,Detroit,Michigan,0.37,"1,876",91.90%,31.74%,44.08%,,,,,,,,,,,
26163508100,2,2,Detroit,Michigan,0.61,"1,672",82.54%,24.90%,55.56%,,,,,,,,,,,
26163516500,2,2,Detroit,Michigan,0.52,"1,433",70.34%,6.85%,33.85%,,,,,,,,,,,
26163516600,2,2,Detroit,Michigan,0.27,"2,309",98.01%,12.45%,48.85%,,,,,,,,,,,
26163534300,2,2,Detroit,Michigan,0.3,"1,397",99.00%,20.09%,42.09%,,,,,,,,,,,
26163535300,2,1,Detroit,Michigan,0.74,"3,907",95.50%,14.95%,28.49%,,,,,,,,,,,
26163536700,2,2,Detroit,Michigan,0.25,"1,147",95.73%,14.10%,53.62%,,,,,,,,,,,
26163537100,2,2,Detroit,Michigan,0.44,"1,832",97.43%,18.83%,24.89%,,,,,,,,,,,
26163545100,2,2,Detroit,Michigan,0.44,"1,192",96.48%,31.06%,41.69%,,,,,,,,,,,
26163545800,2,2,Detroit,Michigan,0.56,"4,832",47.39%,24.83%,47.50%,,,,,,,,,,,
26163546600,2,2,Detroit,Michigan,0.28,"2,245",93.59%,17.02%,50.78%,,,,,,,,,,,
6037190700,2,2,Los Angeles,California,0.25,"3,212",3.74%,26.48%,32.22%,,,,,,,,,,,
6037204600,2,1,Los Angeles,California,0.22,"4,815",0.00%,53.42%,25.15%,,,,,,,,,,,
6037206300,2,2,Los Angeles,California,0.24,"5,372",52.01%,34.41%,74.48%,,,,,,,,,,,
6037208610,2,1,Los Angeles,California,0.14,"4,092",1.88%,27.86%,20.19%,,,,,,,,,,,
6037211202,2,2,Los Angeles,California,0.07,"2,679",3.10%,41.57%,26.28%,,,,,,,,,,,
6037228710,2,1,Los Angeles,California,0.16,"4,071",8.20%,64.82%,54.09%,,,,,,,,,,,
6037232400,2,2,Los Angeles,California,0.43,"6,946",39.50%,36.50%,26.55%,,,,,,,,,,,
6037236203,2,1,Los Angeles,California,0.13,"3,644",70.58%,22.31%,25.77%,,,,,,,,,,,
6037237300,2,2,Los Angeles,California,0.39,"4,945",62.31%,22.40%,20.47%,,,,,,,,,,,
6037238310,2,2,Los Angeles,California,0.15,"4,705",16.88%,49.10%,52.60%,,,,,,,,,,,
6037239310,2,2,Los Angeles,California,0.21,"4,052",12.86%,52.52%,28.01%,,,,,,,,,,,
6037240010,2,1,Los Angeles,California,0.23,"3,791",21.21%,65.05%,44.05%,,,,,,,,,,,
