state,city_or_county,num_killed,num_incidents,num_killed_ranking,running_total_num_killed,running_total_percent_of_all_killed,running_total_num_incidents,running_total_percent_of_all_incidents
Maryland,Landover,1,1,"2,220",11831,90.54%,10385,89.36%
Maryland,Lusby,1,1,"2,221",11832,90.55%,10386,89.37%
Maryland,Middle River,1,1,"2,222",11833,90.56%,10387,89.38%
Maryland,Montgomery County (county),1,1,"2,223",11834,90.56%,10388,89.39%
Maryland,Mount Airy,1,1,"2,224",11835,90.57%,10389,89.40%
Maryland,Olney,1,1,"2,225",11836,90.58%,10390,89.41%
Maryland,Owings Mills,1,1,"2,226",11837,90.59%,10391,89.42%
Maryland,Prince George,1,1,"2,227",11838,90.59%,10392,89.42%
Maryland,Prince George's County,1,1,"2,228",11839,90.60%,10393,89.43%
Maryland,Prince Georges,1,1,"2,229",11840,90.61%,10394,89.44%
Maryland,Randallstown,1,1,"2,230",11841,90.62%,10395,89.45%
Maryland,Reisterstown,1,1,"2,231",11842,90.63%,10396,89.46%
Maryland,Rhodesdale,1,1,"2,232",11843,90.63%,10397,89.47%
Maryland,Rosedale,1,1,"2,233",11844,90.64%,10398,89.48%
Maryland,Sharpsburg,1,1,"2,234",11845,90.65%,10399,89.48%
Maryland,Springdale,1,1,"2,235",11846,90.66%,10400,89.49%
Maryland,Taneytown,1,1,"2,236",11847,90.66%,10401,89.50%
Maryland,Upper Marlboro,1,1,"2,237",11848,90.67%,10402,89.51%
Maryland,Upper Marlboro (Springdale),1,1,"2,238",11849,90.68%,10403,89.52%
Maryland,Waldorf,1,1,"2,239",11850,90.69%,10404,89.53%
Maryland,Woodlawn,1,1,"2,240",11851,90.69%,10405,89.54%
Massachusetts,Adams,1,1,"2,241",11852,90.70%,10406,89.54%
Massachusetts,Barnstable,1,1,"2,242",11853,90.71%,10407,89.55%
Massachusetts,Beverly,1,1,"2,243",11854,90.72%,10408,89.56%
Massachusetts,Blackstone,1,1,"2,244",11855,90.72%,10409,89.57%
Massachusetts,Bourne,1,1,"2,245",11856,90.73%,10410,89.58%
Massachusetts,Burlington,1,1,"2,246",11857,90.74%,10411,89.59%
Massachusetts,Cambridge,1,1,"2,247",11858,90.75%,10412,89.60%
Massachusetts,Fitchburg,1,1,"2,248",11859,90.76%,10413,89.61%
Massachusetts,Hyannis,1,1,"2,249",11860,90.76%,10414,89.61%
Massachusetts,Lynn,1,1,"2,250",11861,90.77%,10415,89.62%
Massachusetts,Marshfield,1,1,"2,251",11862,90.78%,10416,89.63%
Massachusetts,Methuen,1,1,"2,252",11863,90.79%,10417,89.64%
Massachusetts,Millis,1,1,"2,253",11864,90.79%,10418,89.65%
Massachusetts,Norton,1,1,"2,254",11865,90.80%,10419,89.66%
Massachusetts,Swansea,1,1,"2,255",11866,90.81%,10420,89.67%
Massachusetts,Taunton,1,1,"2,256",11867,90.82%,10421,89.67%
Massachusetts,Wakefield,1,1,"2,257",11868,90.82%,10422,89.68%
Massachusetts,Webster,1,1,"2,258",11869,90.83%,10423,89.69%
Massachusetts,Weymouth,1,1,"2,259",11870,90.84%,10424,89.70%
Michigan,Ann Arbor,1,1,"2,260",11871,90.85%,10425,89.71%
Michigan,Barry (county),1,1,"2,261",11872,90.85%,10426,89.72%
Michigan,Bay City,1,1,"2,262",11873,90.86%,10427,89.73%
Michigan,Belding,1,1,"2,263",11874,90.87%,10428,89.73%
Michigan,Bellaire,1,1,"2,264",11875,90.88%,10429,89.74%
Michigan,Benton Township,1,1,"2,265",11876,90.89%,10430,89.75%
Michigan,Bloomfield Hills (Bloomfield Township),1,1,"2,266",11877,90.89%,10431,89.76%
Michigan,Buchanan,1,1,"2,267",11878,90.90%,10432,89.77%
Michigan,Cato Township,1,1,"2,268",11879,90.91%,10433,89.78%
Michigan,Centreville,1,1,"2,269",11880,90.92%,10434,89.79%
Michigan,Clinton Township,1,1,"2,270",11881,90.92%,10435,89.79%
Michigan,Clio,1,1,"2,271",11882,90.93%,10436,89.80%
Michigan,Commerce Township,1,1,"2,272",11883,90.94%,10437,89.81%
Michigan,Dewitt,1,1,"2,273",11884,90.95%,10438,89.82%
Michigan,Dowagiac,1,1,"2,274",11885,90.95%,10439,89.83%
Michigan,Drummond Island,1,1,"2,275",11886,90.96%,10440,89.84%
Michigan,East Lansing,1,1,"2,276",11887,90.97%,10441,89.85%
Michigan,Eaton (county),1,1,"2,277",11888,90.98%,10442,89.85%
Michigan,Eaton Rapids Township,1,1,"2,278",11889,90.98%,10443,89.86%
Michigan,Ensley Township,1,1,"2,279",11890,90.99%,10444,89.87%
Michigan,Farmington (Farmington Hills),1,1,"2,280",11891,91.00%,10445,89.88%
Michigan,Fraser,1,1,"2,281",11892,91.01%,10446,89.89%
Michigan,Gladwin (county),1,1,"2,282",11893,91.02%,10447,89.90%
Michigan,Grand Rapids (Kentwood),1,1,"2,283",11894,91.02%,10448,89.91%
Michigan,Harper Woods,1,1,"2,284",11895,91.03%,10449,89.91%
Michigan,Hillsdale County,1,1,"2,285",11896,91.04%,10450,89.92%
Michigan,Kent (county),1,1,"2,286",11897,91.05%,10451,89.93%
Michigan,Lake Orion (Orion Township),1,1,"2,287",11898,91.05%,10452,89.94%
Michigan,Lincoln Park,1,1,"2,288",11899,91.06%,10453,89.95%
Michigan,Macomb (Macomb Township),1,1,"2,289",11900,91.07%,10454,89.96%
Michigan,Menominee,1,1,"2,290",11901,91.08%,10455,89.97%
Michigan,Monroe,1,1,"2,291",11902,91.08%,10456,89.98%
Michigan,Mount Pleasant,1,1,"2,292",11903,91.09%,10457,89.98%
Michigan,Mt. Morris Township,1,1,"2,293",11904,91.10%,10458,89.99%
Michigan,Mundy Township,1,1,"2,294",11905,91.11%,10459,90.00%
Michigan,Muskegon,1,1,"2,295",11906,91.12%,10460,90.01%
Michigan,Osceola (county),1,1,"2,296",11907,91.12%,10461,90.02%
Michigan,Palmyra,1,1,"2,297",11908,91.13%,10462,90.03%
Michigan,Redford (Redford Twp),1,1,"2,298",11909,91.14%,10463,90.04%
Michigan,Rochester (Rochester Hills),1,1,"2,299",11910,91.15%,10464,90.04%
Michigan,Roscommon (county),1,1,"2,300",11911,91.15%,10465,90.05%
Michigan,Roseville,1,1,"2,301",11912,91.16%,10466,90.06%
Michigan,Royal Oak,1,1,"2,302",11913,91.17%,10467,90.07%
Michigan,Royal Oaks,1,1,"2,303",11914,91.18%,10468,90.08%
Michigan,Sand Lake,1,1,"2,304",11915,91.18%,10469,90.09%
Michigan,Southgate,1,1,"2,305",11916,91.19%,10470,90.10%
Michigan,Spencer Township,1,1,"2,306",11917,91.20%,10471,90.10%
Michigan,Springfield Township,1,1,"2,307",11918,91.21%,10472,90.11%
Michigan,Stanton,1,1,"2,308",11919,91.21%,10473,90.12%
Michigan,Texas Township,1,1,"2,309",11920,91.22%,10474,90.13%
Michigan,Three Rivers,1,1,"2,310",11921,91.23%,10475,90.14%
Michigan,Trenton,1,1,"2,311",11922,91.24%,10476,90.15%
Michigan,Troy,1,1,"2,312",11923,91.25%,10477,90.16%
Michigan,Warren,1,1,"2,313",11924,91.25%,10478,90.16%
Michigan,Westland,1,1,"2,314",11925,91.26%,10479,90.17%
Michigan,Woodhull Township,1,1,"2,315",11926,91.27%,10480,90.18%
Michigan,Ypsilanti (Superior Township),1,1,"2,316",11927,91.28%,10481,90.19%
Minnesota,Aitken,1,1,"2,317",11928,91.28%,10482,90.20%
Minnesota,Aurora,1,1,"2,318",11929,91.29%,10483,90.21%
Minnesota,Bemidji,1,1,"2,319",11930,91.30%,10484,90.22%
Minnesota,Bloomington,1,1,"2,320",11931,91.31%,10485,90.22%
Minnesota,Brainerd,1,1,"2,321",11932,91.31%,10486,90.23%
Minnesota,Brewster,1,1,"2,322",11933,91.32%,10487,90.24%
Minnesota,Cohasset,1,1,"2,323",11934,91.33%,10488,90.25%
Minnesota,Crookston,1,1,"2,324",11935,91.34%,10489,90.26%
Minnesota,Duluth,1,1,"2,325",11936,91.34%,10490,90.27%
Minnesota,Fergus Falls,1,1,"2,326",11937,91.35%,10491,90.28%
Minnesota,Fridley,1,1,"2,327",11938,91.36%,10492,90.28%
Minnesota,Hutchinson,1,1,"2,328",11939,91.37%,10493,90.29%
Minnesota,Jordan,1,1,"2,329",11940,91.38%,10494,90.30%
Minnesota,Mahtomedi,1,1,"2,330",11941,91.38%,10495,90.31%
Minnesota,Mankato,1,1,"2,331",11942,91.39%,10496,90.32%
Minnesota,Maplewood,1,1,"2,332",11943,91.40%,10497,90.33%
Minnesota,Minneapolis (Columbia Heights),1,1,"2,333",11944,91.41%,10498,90.34%
Minnesota,Minneapolis (Plymouth),1,1,"2,334",11945,91.41%,10499,90.35%
Minnesota,Mora,1,1,"2,335",11946,91.42%,10500,90.35%
Minnesota,New Hope,1,1,"2,336",11947,91.43%,10501,90.36%
Minnesota,Onamia,1,1,"2,337",11948,91.44%,10502,90.37%
Minnesota,Osseo (Maple Grove),1,1,"2,338",11949,91.44%,10503,90.38%
Minnesota,Rice,1,1,"2,339",11950,91.45%,10504,90.39%
Minnesota,Shakopee,1,1,"2,340",11951,91.46%,10505,90.40%
Minnesota,Tofte,1,1,"2,341",11952,91.47%,10506,90.41%
Minnesota,Windom,1,1,"2,342",11953,91.47%,10507,90.41%
Mississippi,Attala (county),1,1,"2,343",11954,91.48%,10508,90.42%
Mississippi,Batesville,1,1,"2,344",11955,91.49%,10509,90.43%
Mississippi,Bay Saint Louis,1,1,"2,345",11956,91.50%,10510,90.44%
Mississippi,Booneville,1,1,"2,346",11957,91.51%,10511,90.45%
Mississippi,Brandon,1,1,"2,347",11958,91.51%,10512,90.46%
Mississippi,Claiborne (county),1,1,"2,348",11959,91.52%,10513,90.47%
Mississippi,Claiborne County,1,1,"2,349",11960,91.53%,10514,90.47%
Mississippi,Clarke County,1,1,"2,350",11961,91.54%,10515,90.48%
Mississippi,Collinsville,1,1,"2,351",11962,91.54%,10516,90.49%
Mississippi,Copiah (county),1,1,"2,352",11963,91.55%,10517,90.50%
Mississippi,Copiah County,1,1,"2,353",11964,91.56%,10518,90.51%
Mississippi,D'Iberville,1,1,"2,354",11965,91.57%,10519,90.52%
Mississippi,Durant,1,1,"2,355",11966,91.57%,10520,90.53%
Mississippi,Eupora,1,1,"2,356",11967,91.58%,10521,90.53%
Mississippi,Flora,1,1,"2,357",11968,91.59%,10522,90.54%
Mississippi,Florence,1,1,"2,358",11969,91.60%,10523,90.55%
Mississippi,Forest,1,1,"2,359",11970,91.60%,10524,90.56%
Mississippi,George (county),1,1,"2,360",11971,91.61%,10525,90.57%
Mississippi,George County,1,1,"2,361",11972,91.62%,10526,90.58%
Mississippi,Greenwood,1,1,"2,362",11973,91.63%,10527,90.59%
Mississippi,Horn Lake,1,1,"2,363",11974,91.64%,10528,90.59%
Mississippi,Iuka,1,1,"2,364",11975,91.64%,10529,90.60%
Mississippi,Jasper (county),1,1,"2,365",11976,91.65%,10530,90.61%
Mississippi,Jefferson Davis (county),1,1,"2,366",11977,91.66%,10531,90.62%
Mississippi,Laurel,1,1,"2,367",11978,91.67%,10532,90.63%
Mississippi,Lawrence (county),1,1,"2,368",11979,91.67%,10533,90.64%
Mississippi,Leake (county),1,1,"2,369",11980,91.68%,10534,90.65%
Mississippi,Leland,1,1,"2,370",11981,91.69%,10535,90.65%
Mississippi,Lexington,1,1,"2,371",11982,91.70%,10536,90.66%
Mississippi,Louisville,1,1,"2,372",11983,91.70%,10537,90.67%
Mississippi,Lumberton,1,1,"2,373",11984,91.71%,10538,90.68%
Mississippi,Macon,1,1,"2,374",11985,91.72%,10539,90.69%
Mississippi,Madison (county),1,1,"2,375",11986,91.73%,10540,90.70%
Mississippi,Magee,1,1,"2,376",11987,91.73%,10541,90.71%
Mississippi,Mantachie,1,1,"2,377",11988,91.74%,10542,90.72%
Mississippi,Marks,1,1,"2,378",11989,91.75%,10543,90.72%
Mississippi,Marshall (county),1,1,"2,379",11990,91.76%,10544,90.73%
Mississippi,Monroe (county),1,1,"2,380",11991,91.77%,10545,90.74%
Mississippi,Morton,1,1,"2,381",11992,91.77%,10546,90.75%
Mississippi,Moss Point,1,1,"2,382",11993,91.78%,10547,90.76%
Mississippi,Neshoba (county),1,1,"2,383",11994,91.79%,10548,90.77%
Mississippi,Oktibbeha County,1,1,"2,384",11995,91.80%,10549,90.78%
Mississippi,Olive Branch,1,1,"2,385",11996,91.80%,10550,90.78%
Mississippi,Oxford,1,1,"2,386",11997,91.81%,10551,90.79%
Mississippi,Pass Christian,1,1,"2,387",11998,91.82%,10552,90.80%
Mississippi,Pearl River (county),1,1,"2,388",11999,91.83%,10553,90.81%
Mississippi,Petal,1,1,"2,389",12000,91.83%,10554,90.82%
Mississippi,Philadelphia,1,1,"2,390",12001,91.84%,10555,90.83%
Mississippi,Picayune,1,1,"2,391",12002,91.85%,10556,90.84%
Mississippi,Pittsboro,1,1,"2,392",12003,91.86%,10557,90.84%
Mississippi,Pontotoc,1,1,"2,393",12004,91.87%,10558,90.85%
Mississippi,Prentiss,1,1,"2,394",12005,91.87%,10559,90.86%
Mississippi,Prentiss (county),1,1,"2,395",12006,91.88%,10560,90.87%
Mississippi,Rankin County,1,1,"2,396",12007,91.89%,10561,90.88%
Mississippi,Ridgeland,1,1,"2,397",12008,91.90%,10562,90.89%
Mississippi,Simpson (county),1,1,"2,398",12009,91.90%,10563,90.90%
Mississippi,Smith (county),1,1,"2,399",12010,91.91%,10564,90.90%
Mississippi,Stone County,1,1,"2,400",12011,91.92%,10565,90.91%
Mississippi,Tchula,1,1,"2,401",12012,91.93%,10566,90.92%
Mississippi,Vancleave,1,1,"2,402",12013,91.93%,10567,90.93%
Mississippi,Warren (county),1,1,"2,403",12014,91.94%,10568,90.94%
Mississippi,Waveland,1,1,"2,404",12015,91.95%,10569,90.95%
Mississippi,Waynesboro,1,1,"2,405",12016,91.96%,10570,90.96%
Mississippi,West Point,1,1,"2,406",12017,91.96%,10571,90.96%
Mississippi,Yazoo City,1,1,"2,407",12018,91.97%,10572,90.97%
Missouri,Affton,1,1,"2,408",12019,91.98%,10573,90.98%
Missouri,Annada,1,1,"2,409",12020,91.99%,10574,90.99%
Missouri,Barry (county),1,1,"2,410",12021,92.00%,10575,91.00%
Missouri,Cameron,1,1,"2,411",12022,92.00%,10576,91.01%
Missouri,Cape Girardeau County,1,1,"2,412",12023,92.01%,10577,91.02%
Missouri,Carter County,1,1,"2,413",12024,92.02%,10578,91.02%
Missouri,Carthage,1,1,"2,414",12025,92.03%,10579,91.03%
Missouri,Cass County,1,1,"2,415",12026,92.03%,10580,91.04%
Missouri,Clayton,1,1,"2,416",12027,92.04%,10581,91.05%
Missouri,Cooper (county),1,1,"2,417",12028,92.05%,10582,91.06%
Missouri,Creve Coeur,1,1,"2,418",12029,92.06%,10583,91.07%
Missouri,De Soto,1,1,"2,419",12030,92.06%,10584,91.08%
Missouri,Dekalb (county),1,1,"2,420",12031,92.07%,10585,91.09%
Missouri,Diamond,1,1,"2,421",12032,92.08%,10586,91.09%
Missouri,Dunklin County,1,1,"2,422",12033,92.09%,10587,91.10%
Missouri,Elmo,1,1,"2,423",12034,92.09%,10588,91.11%
Missouri,Fenton,1,1,"2,424",12035,92.10%,10589,91.12%
Missouri,Ferguson,1,1,"2,425",12036,92.11%,10590,91.13%
Missouri,Foristell,1,1,"2,426",12037,92.12%,10591,91.14%
Missouri,Franklin (county),1,1,"2,427",12038,92.13%,10592,91.15%
Missouri,Franklin County,1,1,"2,428",12039,92.13%,10593,91.15%
Missouri,Granby,1,1,"2,429",12040,92.14%,10594,91.16%
Missouri,Grandview,1,1,"2,430",12041,92.15%,10595,91.17%
Missouri,Greene (county),1,1,"2,431",12042,92.16%,10596,91.18%
Missouri,Hayti Heights,1,1,"2,432",12043,92.16%,10597,91.19%
Missouri,House Springs,1,1,"2,433",12044,92.17%,10598,91.20%
Missouri,Independence (Sugar Creek),1,1,"2,434",12045,92.18%,10599,91.21%
Missouri,Kansas City (Raytown),1,1,"2,435",12046,92.19%,10600,91.21%
Missouri,Kennett,1,1,"2,436",12047,92.19%,10601,91.22%
Missouri,Lakeshire,1,1,"2,437",12048,92.20%,10602,91.23%
Missouri,Lesterville,1,1,"2,438",12049,92.21%,10603,91.24%
Missouri,Liberty,1,1,"2,439",12050,92.22%,10604,91.25%
Missouri,Lincoln County,1,1,"2,440",12051,92.22%,10605,91.26%
Missouri,Malden,1,1,"2,441",12052,92.23%,10606,91.27%
Missouri,Maryland Heights,1,1,"2,442",12053,92.24%,10607,91.27%
Missouri,Mount Vernon,1,1,"2,443",12054,92.25%,10608,91.28%
Missouri,New Madrid,1,1,"2,444",12055,92.26%,10609,91.29%
Missouri,Newton (county),1,1,"2,445",12056,92.26%,10610,91.30%
Missouri,Newton County,1,1,"2,446",12057,92.27%,10611,91.31%
Missouri,Normandy,1,1,"2,447",12058,92.28%,10612,91.32%
Missouri,O Fallon,1,1,"2,448",12059,92.29%,10613,91.33%
Missouri,Odessa,1,1,"2,449",12060,92.29%,10614,91.33%
Missouri,Ozark,1,1,"2,450",12061,92.30%,10615,91.34%
Missouri,Parma,1,1,"2,451",12062,92.31%,10616,91.35%
Missouri,Pemiscot (county),1,1,"2,452",12063,92.32%,10617,91.36%
Missouri,Pettis (county),1,1,"2,453",12064,92.32%,10618,91.37%
Missouri,Pine Lawn,1,1,"2,454",12065,92.33%,10619,91.38%
Missouri,Rolla,1,1,"2,455",12066,92.34%,10620,91.39%
Missouri,Saint Charles,1,1,"2,456",12067,92.35%,10621,91.39%
Missouri,Saint Charles County,1,1,"2,457",12068,92.35%,10622,91.40%
Missouri,Saint Francois County,1,1,"2,458",12069,92.36%,10623,91.41%
Missouri,Saint John,1,1,"2,459",12070,92.37%,10624,91.42%
Missouri,Saint Louis (Bellefontaine Neighbors),1,1,"2,460",12071,92.38%,10625,91.43%
Missouri,Saint Louis (Jennings),1,1,"2,461",12072,92.39%,10626,91.44%
Missouri,Saint Louis (Kirkwood),1,1,"2,462",12073,92.39%,10627,91.45%
Missouri,Saint Louis (Normandy),1,1,"2,463",12074,92.40%,10628,91.46%
Missouri,Saint Louis (Sunset Hills),1,1,"2,464",12075,92.41%,10629,91.46%
Missouri,Saint Peters,1,1,"2,465",12076,92.42%,10630,91.47%
Missouri,Sedalia,1,1,"2,466",12077,92.42%,10631,91.48%
Missouri,Spanish Lake,1,1,"2,467",12078,92.43%,10632,91.49%
Missouri,Stone (county),1,1,"2,468",12079,92.44%,10633,91.50%
Missouri,Union,1,1,"2,469",12080,92.45%,10634,91.51%
Missouri,Wardell,1,1,"2,470",12081,92.45%,10635,91.52%
Missouri,Warrensburg,1,1,"2,471",12082,92.46%,10636,91.52%
Missouri,Washington,1,1,"2,472",12083,92.47%,10637,91.53%
Missouri,Wayne County,1,1,"2,473",12084,92.48%,10638,91.54%
Missouri,Wellston,1,1,"2,474",12085,92.48%,10639,91.55%
Missouri,Wentworth,1,1,"2,475",12086,92.49%,10640,91.56%
Missouri,Wentzville,1,1,"2,476",12087,92.50%,10641,91.57%
Montana,Ballantine,1,1,"2,477",12088,92.51%,10642,91.58%
Montana,Beaverhead (county),1,1,"2,478",12089,92.52%,10643,91.58%
Montana,East Missoula,1,1,"2,479",12090,92.52%,10644,91.59%
Montana,Frazer,1,1,"2,480",12091,92.53%,10645,91.60%
Montana,Great Falls,1,1,"2,481",12092,92.54%,10646,91.61%
Montana,Huntley,1,1,"2,482",12093,92.55%,10647,91.62%
Montana,Kalispell,1,1,"2,483",12094,92.55%,10648,91.63%
Montana,Libby,1,1,"2,484",12095,92.56%,10649,91.64%
Montana,Sanders (county),1,1,"2,485",12096,92.57%,10650,91.64%
Montana,Superior,1,1,"2,486",12097,92.58%,10651,91.65%
Montana,Whitehall,1,1,"2,487",12098,92.58%,10652,91.66%
Montana,Yellowstone (county),1,1,"2,488",12099,92.59%,10653,91.67%
Montana,Yellowstone County,1,1,"2,489",12100,92.60%,10654,91.68%
Nebraska,Big Springs,1,1,"2,490",12101,92.61%,10655,91.69%
Nebraska,Culbertson,1,1,"2,491",12102,92.61%,10656,91.70%
Nebraska,Dodge (county),1,1,"2,492",12103,92.62%,10657,91.70%
Nebraska,Falls City,1,1,"2,493",12104,92.63%,10658,91.71%
Nebraska,Fremont,1,1,"2,494",12105,92.64%,10659,91.72%
Nebraska,Las Vegas,1,1,"2,495",12106,92.65%,10660,91.73%
Nebraska,Morrill (county),1,1,"2,496",12107,92.65%,10661,91.74%
Nebraska,Sidney,1,1,"2,497",12108,92.66%,10662,91.75%
Nebraska,York (county),1,1,"2,498",12109,92.67%,10663,91.76%
Nevada,Battle Mountain,1,1,"2,499",12110,92.68%,10664,91.76%
Nevada,Boulder City,1,1,"2,500",12111,92.68%,10665,91.77%
Nevada,Elko,1,1,"2,501",12112,92.69%,10666,91.78%
Nevada,Minden,1,1,"2,502",12113,92.70%,10667,91.79%
Nevada,Reno (Stead),1,1,"2,503",12114,92.71%,10668,91.80%
Nevada,South Lake Tahoe,1,1,"2,504",12115,92.71%,10669,91.81%
Nevada,Spanish Springs,1,1,"2,505",12116,92.72%,10670,91.82%
Nevada,Sparks (Spanish Springs),1,1,"2,506",12117,92.73%,10671,91.83%
Nevada,Storey (county),1,1,"2,507",12118,92.74%,10672,91.83%
Nevada,Washoe County,1,1,"2,508",12119,92.75%,10673,91.84%
New Hampshire,Bath,1,1,"2,509",12120,92.75%,10674,91.85%
New Hampshire,Brentwood,1,1,"2,510",12121,92.76%,10675,91.86%
New Hampshire,Colebrook (Columbia),1,1,"2,511",12122,92.77%,10676,91.87%
New Hampshire,Derry,1,1,"2,512",12123,92.78%,10677,91.88%
New Hampshire,Gorham,1,1,"2,513",12124,92.78%,10678,91.89%
New Hampshire,Laconia,1,1,"2,514",12125,92.79%,10679,91.89%
New Hampshire,Meredith,1,1,"2,515",12126,92.80%,10680,91.90%
New Hampshire,Nashua,1,1,"2,516",12127,92.81%,10681,91.91%
New Hampshire,Salem,1,1,"2,517",12128,92.81%,10682,91.92%
New Jersey,Audubon,1,1,"2,518",12129,92.82%,10683,91.93%
New Jersey,Avenel,1,1,"2,519",12130,92.83%,10684,91.94%
New Jersey,Belleville,1,1,"2,520",12131,92.84%,10685,91.95%
New Jersey,Brick,1,1,"2,521",12132,92.84%,10686,91.95%
New Jersey,Byram,1,1,"2,522",12133,92.85%,10687,91.96%
New Jersey,Clementon (Lindenwold),1,1,"2,523",12134,92.86%,10688,91.97%
New Jersey,Clifton,1,1,"2,524",12135,92.87%,10689,91.98%
New Jersey,Eatontown,1,1,"2,525",12136,92.88%,10690,91.99%
New Jersey,Franklin,1,1,"2,526",12137,92.88%,10691,92.00%
New Jersey,Hamilton,1,1,"2,527",12138,92.89%,10692,92.01%
New Jersey,Hasbrouck Heights,1,1,"2,528",12139,92.90%,10693,92.01%
New Jersey,Jackson,1,1,"2,529",12140,92.91%,10694,92.02%
New Jersey,Kinnelon,1,1,"2,530",12141,92.91%,10695,92.03%
New Jersey,Lakewood,1,1,"2,531",12142,92.92%,10696,92.04%
New Jersey,Lawrence Township,1,1,"2,532",12143,92.93%,10697,92.05%
New Jersey,Linden,1,1,"2,533",12144,92.94%,10698,92.06%
New Jersey,Lower Township,1,1,"2,534",12145,92.94%,10699,92.07%
New Jersey,Lyndhurst,1,1,"2,535",12146,92.95%,10700,92.07%
New Jersey,Marlboro,1,1,"2,536",12147,92.96%,10701,92.08%
New Jersey,Middletown,1,1,"2,537",12148,92.97%,10702,92.09%
New Jersey,Millville,1,1,"2,538",12149,92.97%,10703,92.10%
New Jersey,Moorestown,1,1,"2,539",12150,92.98%,10704,92.11%
New Jersey,Mount Holly,1,1,"2,540",12151,92.99%,10705,92.12%
New Jersey,Northfield,1,1,"2,541",12152,93.00%,10706,92.13%
New Jersey,Old Bridge,1,1,"2,542",12153,93.01%,10707,92.13%
New Jersey,Orange,1,1,"2,543",12154,93.01%,10708,92.14%
New Jersey,Patterson,1,1,"2,544",12155,93.02%,10709,92.15%
New Jersey,Perth Amboy,1,1,"2,545",12156,93.03%,10710,92.16%
New Jersey,South Hackensack,1,1,"2,546",12157,93.04%,10711,92.17%
New Jersey,South Orange,1,1,"2,547",12158,93.04%,10712,92.18%
New Jersey,Titusville (Ewing),1,1,"2,548",12159,93.05%,10713,92.19%
New Jersey,Toms River,1,1,"2,549",12160,93.06%,10714,92.20%
New Jersey,Trenton (Hamilton Township),1,1,"2,550",12161,93.07%,10715,92.20%
New Jersey,Trenton (Hamilton),1,1,"2,551",12162,93.07%,10716,92.21%
New Jersey,Tuckerton (Little Egg Harbor),1,1,"2,552",12163,93.08%,10717,92.22%
New Jersey,Union,1,1,"2,553",12164,93.09%,10718,92.23%
New Jersey,West New York,1,1,"2,554",12165,93.10%,10719,92.24%
New Jersey,West Orange,1,1,"2,555",12166,93.10%,10720,92.25%
New Jersey,Winslow,1,1,"2,556",12167,93.11%,10721,92.26%
New Jersey,Woodbury (Deptford Township),1,1,"2,557",12168,93.12%,10722,92.26%
New Mexico,Anthony,1,1,"2,558",12169,93.13%,10723,92.27%
New Mexico,Bernalillo (county),1,1,"2,559",12170,93.14%,10724,92.28%
New Mexico,Capitan,1,1,"2,560",12171,93.14%,10725,92.29%
New Mexico,Chaves County,1,1,"2,561",12172,93.15%,10726,92.30%
New Mexico,Clovis,1,1,"2,562",12173,93.16%,10727,92.31%
New Mexico,Edgewood,1,1,"2,563",12174,93.17%,10728,92.32%
New Mexico,Flora Vista,1,1,"2,564",12175,93.17%,10729,92.32%
New Mexico,Grants (San Mateo),1,1,"2,565",12176,93.18%,10730,92.33%
New Mexico,Lovington,1,1,"2,566",12177,93.19%,10731,92.34%
New Mexico,Ohkay Owingeh (Chamita),1,1,"2,567",12178,93.20%,10732,92.35%
New Mexico,Placitas,1,1,"2,568",12179,93.20%,10733,92.36%
New Mexico,Raton,1,1,"2,569",12180,93.21%,10734,92.37%
New Mexico,Red River,1,1,"2,570",12181,93.22%,10735,92.38%
New Mexico,Ruidoso,1,1,"2,571",12182,93.23%,10736,92.38%
New Mexico,Sandoval (county),1,1,"2,572",12183,93.23%,10737,92.39%
New Mexico,Santa Fe,1,1,"2,573",12184,93.24%,10738,92.40%
New Mexico,Taos,1,1,"2,574",12185,93.25%,10739,92.41%
New Mexico,Tijeras,1,1,"2,575",12186,93.26%,10740,92.42%
New Mexico,Tucumcari,1,1,"2,576",12187,93.27%,10741,92.43%
New Mexico,Whites City,1,1,"2,577",12188,93.27%,10742,92.44%
New York,Albany (Colonie),1,1,"2,578",12189,93.28%,10743,92.44%
New York,Amityville,1,1,"2,579",12190,93.29%,10744,92.45%
New York,Attica,1,1,"2,580",12191,93.30%,10745,92.46%
New York,Baldwin,1,1,"2,581",12192,93.30%,10746,92.47%
New York,Bay Shore,1,1,"2,582",12193,93.31%,10747,92.48%
New York,Beacon,1,1,"2,583",12194,93.32%,10748,92.49%
New York,Bellport (North Bellport),1,1,"2,584",12195,93.33%,10749,92.50%
New York,Bethel,1,1,"2,585",12196,93.33%,10750,92.50%
New York,Binghamton,1,1,"2,586",12197,93.34%,10751,92.51%
New York,Brentwood,1,1,"2,587",12198,93.35%,10752,92.52%
New York,Brewster,1,1,"2,588",12199,93.36%,10753,92.53%
New York,Carmel,1,1,"2,589",12200,93.36%,10754,92.54%
New York,Center Moriches,1,1,"2,590",12201,93.37%,10755,92.55%
New York,Central Islip,1,1,"2,591",12202,93.38%,10756,92.56%
New York,Clarendon,1,1,"2,592",12203,93.39%,10757,92.57%
New York,Clinton (Kirkland),1,1,"2,593",12204,93.40%,10758,92.57%
New York,Constantia,1,1,"2,594",12205,93.40%,10759,92.58%
New York,Coram,1,1,"2,595",12206,93.41%,10760,92.59%
